case_id,batch_id,accepted_run_dir,sample_rank,position_id,direction,entry_time_utc,exit_time_utc,net_account,net_R,outcome,exit_class,hold_minutes,risk_points,mechanism,evidence_class,data_quality_note
R100_087_PID000000148,batch18,run2,87,148,SELL,2020-03-19T02:45:00,2020-03-19T03:10:15,17.22,1.9793103448,WIN,TP_LIKE,25.25,145.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both PNGs readable; only TP-like winner in this batch; charts disclose outcome only on anatomy layer as intended.
R100_088_PID000000040,batch18,run2,88,40,BUY,2019-06-13T03:30:00,2019-06-13T03:51:30,-11.47,-1.1481481481,LOSS,SL_LIKE,21.5,27.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,STRONG_INFERENCE,Charts clear; hold is longer than the ultra-fast SL cases so mechanism inferred as tight-stop failure with no continuation rather than pure flash stop.
R100_089_PID000000440,batch18,run2,89,440,BUY,2022-04-05T03:15:00,2022-04-05T03:16:39,-11.31,-1.1470588235,LOSS,SL_LIKE,1.65,34.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both PNGs readable; shortest hold in batch; SL/entry labels unambiguous.
R100_090_PID000000042,batch18,run2,90,42,BUY,2019-06-17T00:50:00,2019-06-17T00:59:36,-11.48,-1.1714285714,LOSS,SL_LIKE,9.6,35.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both PNGs readable; decision vs anatomy separation clean; H1 partial noted at decision time.
R100_091_PID000000254,batch19,run2,91,254,BUY,2020-12-04T03:15:00,2020-12-04T03:33:36,-11.2,-1.1428571429,LOSS,SL_LIKE,18.6,35.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Dual M5/H1 decision+anatomy panels render cleanly; SL/TP/entry markers and hold time legible; EMA context not plotted.
R100_092_PID000000460,batch19,run2,92,460,BUY,2022-05-16T04:40:00,2022-05-16T04:48:33,-11.0,-1.1111111111,LOSS,SL_LIKE,8.55,45.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Clear entry/exit markers and short hold path; H1 partial at decision disclosed correctly; no rendering artifacts.
R100_093_PID000000096,batch19,run2,93,96,SELL,2019-10-09T04:00:00,2019-10-09T04:13:16,-12.18,-1.2352941176,LOSS,SL_LIKE,13.2667,17.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Tightest SL geometry in this batch is visually unambiguous; panels and labels consistent with packet metadata.
R100_094_PID000000176,batch19,run2,94,176,BUY,2020-06-02T03:25:00,2020-06-02T04:52:28,-9.96,-1.0506329114,LOSS,SL_LIKE,87.4667,79.0,MIXED_OR_OTHER,STRONG_INFERENCE,Longer hold path fully visible on M5 anatomy; mechanism is path-based inference between delayed stop-out and failed expansion (not pure timeout).
R100_095_PID000000034,batch19,run2,95,34,BUY,2019-05-20T00:41:00,2019-05-20T02:41:00,-5.04,-0.5294117647,LOSS,TIMEOUT_OR_OTHER,120.0,68.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Timeout reason and 120-minute hold match chart annotation and CSV; outcome path unambiguous.
R100_096_PID000000502,batch20,run2,96,502,SELL,2022-09-21T03:40:00,2022-09-21T05:11:28,-10.1,-1.0412371134,LOSS,SL_LIKE,91.4667,97.0,MIXED_OR_OTHER,STRONG_INFERENCE,Both PNGs opened and readable; labels/levels clear. Mechanism mixes delayed SL grind with partial MFE—not a pure single template.
R100_097_PID000000332,batch20,run2,97,332,SELL,2021-05-13T03:20:00,2021-05-13T03:44:49,-10.26,-1.0754716981,LOSS,SL_LIKE,24.8167,53.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both images inspected; tight SL geometry and fast reverse-to-stop path are directly visible on M5 anatomy.
R100_098_PID000000298,batch20,run2,98,298,SELL,2021-02-15T03:25:00,2021-02-15T03:28:28,-11.96,-1.2105263158,LOSS,SL_LIKE,3.4667,19.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both PNGs opened; ultra-short hold and tiny SL distance make the mechanism visually unambiguous.
R100_099_PID000000490,batch20,run2,99,490,BUY,2022-08-04T03:45:00,2022-08-04T04:33:28,19.04,1.9310344828,WIN,TP_LIKE,48.4667,58.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both images inspected; TP path and expansion are explicit on anatomy M5.
R100_100_PID000000484,batch20,run2,100,484,SELL,2022-07-25T03:45:00,2022-07-25T03:59:25,18.86,1.9069767442,WIN,TP_LIKE,14.4167,43.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both PNGs opened and labeled clearly; winner path is explicit TP_LIKE expansion.
