case_id,batch_id,accepted_run_dir,sample_rank,position_id,direction,entry_time_utc,exit_time_utc,net_account,net_R,outcome,exit_class,hold_minutes,risk_points,mechanism,evidence_class,data_quality_note
R100_082_PID000000264,batch17,run,82,264,SELL,2020-12-21T00:20:00,2020-12-21T00:33:27,-9.68,-1.0476190476,LOSS,SL_LIKE,13.45,84.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Short hold ~13 min to SL; H1 range -0.087 transcribed; FUTURE HIDDEN and POST-ENTRY OUTCOME both confirmed.
R100_083_PID000000312,batch17,run,83,312,BUY,2021-03-21T23:15:00,2021-03-21T23:54:26,-10.65,-1.0757575758,LOSS,SL_LIKE,39.4333,66.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Exit is SL_LIKE after ~39 min failed long continuation (no TP path); not an instant micro-stop. H1 range 0.256 from decision box.
R100_084_PID000000348,batch17,run,84,348,BUY,2021-06-16T00:50:00,2021-06-16T00:51:25,-12.92,-1.3076923077,LOSS,SL_LIKE,1.4167,13.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Clearest tight-stop case in batch: 1.4 min hold; entry 1.21260 / exit 1.21247 SL_LIKE.
R100_085_PID000000458,batch17,run,85,458,SELL,2022-05-09T00:25:00,2022-05-09T00:59:02,18.43,1.94,WIN,TP_LIKE,34.0333,50.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Only winner in batch17; TP_LIKE and WIN_NET_POSITIVE labels clear on anatomy title/box.
R100_086_PID000000102,batch18,run2,86,102,BUY,2019-11-14T00:25:00,2019-11-14T00:30:14,-12.4,-1.25,LOSS,SL_LIKE,5.2333,16.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Clean V2 M5/H1 pair; labels legible; H1 EMA NOT_REQUESTED.
R100_087_PID000000148,batch18,run2,87,148,SELL,2020-03-19T00:45:00,2020-03-19T01:10:15,17.22,1.9793103448,WIN,TP_LIKE,25.25,145.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Clean V2 M5/H1 pair; only WIN in this batch; TP path clear.
R100_088_PID000000040,batch18,run2,88,40,BUY,2019-06-13T00:30:00,2019-06-13T00:51:30,-11.47,-1.1481481481,LOSS,SL_LIKE,21.5,27.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Clean V2 labels; SL very tight vs entry; hold medium duration before stop.
R100_089_PID000000440,batch18,run2,89,440,BUY,2022-04-05T00:15:00,2022-04-05T00:16:39,-11.31,-1.1470588235,LOSS,SL_LIKE,1.65,34.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Clean V2 pair; ultra-short hold; spike-reversal path clear.
R100_090_PID000000042,batch18,run2,90,42,BUY,2019-06-16T21:50:00,2019-06-16T21:59:36,-11.48,-1.1714285714,LOSS,SL_LIKE,9.6,35.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Clean V2 M5/H1 pair; sharp single-bar stop-out after short hold.
R100_091_PID000000254,batch19,run,91,254,BUY,2020-12-04T01:15:00,2020-12-04T01:33:36,-11.2,-1.1428571429,LOSS,SL_LIKE,18.6,35.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Clear SL_LIKE labels on anatomy; SL-to-entry distance ~3.5 pips is tight relative to recent M5 swing noise; no unsupported indicator panels claimed.
R100_092_PID000000460,batch19,run,92,460,BUY,2022-05-16T01:40:00,2022-05-16T01:48:33,-11.0,-1.1111111111,LOSS,SL_LIKE,8.55,45.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Very short hold (~8.6 min) into SL after long entry into a failed post-spike pullback; range position 0.803 visible on H1 box.
R100_093_PID000000096,batch19,run,93,96,SELL,2019-10-09T01:00:00,2019-10-09T01:13:16,-12.18,-1.2352941176,LOSS,SL_LIKE,13.2667,17.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,SL only ~1.7 pips above short entry; microstructure bounce through stop is explicit on M5 anatomy. No extra indicator panels.
R100_094_PID000000176,batch19,run,94,176,BUY,2020-06-02T00:25:00,2020-06-02T01:52:28,-9.96,-1.0506329114,LOSS,SL_LIKE,87.4667,79.0,MIXED_OR_OTHER,STRONG_INFERENCE,Not an immediate micro-stop: ~87.5 min hold with brief upside then failed follow-through into SL. Not a pure timeout. Classed MIXED_OR_OTHER rather than pure TIGHT_STOP_MICROSTRUCTURE_FAILURE.
R100_095_PID000000034,batch19,run,95,34,BUY,2019-05-19T21:41:00,2019-05-19T23:41:00,-5.04,-0.5294117647,LOSS,TIMEOUT_OR_OTHER,120.0,68.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Explicit TIMEOUT_OR_OTHER label and 120.0 min hold; exit price 1.11627 is not at SL 1.11591. Only TIMEOUT case in this batch.
R100_096_PID000000502,batch20,run2,96,502,SELL,2022-09-21T00:40:00,2022-09-21T02:11:28,-10.1,-1.0412371134,LOSS,SL_LIKE,91.4667,97.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,M5+H1 only; H1 EMA NOT_REQUESTED; labels readable; SL distance tight vs post-entry upward grind.
R100_097_PID000000332,batch20,run2,97,332,SELL,2021-05-13T00:20:00,2021-05-13T00:44:49,-10.26,-1.0754716981,LOSS,SL_LIKE,24.8167,53.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,M5+H1 only; hold ~25 min; SL ~5.3 pips; no unsupported indicator panels.
R100_098_PID000000298,batch20,run2,98,298,SELL,2021-02-15T01:25:00,2021-02-15T01:28:28,-11.96,-1.2105263158,LOSS,SL_LIKE,3.4667,19.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Ultra-tight SL (~1.9 pips) and 3.5 min hold; M5+H1 panels only; labels clear.
R100_099_PID000000490,batch20,run2,99,490,BUY,2022-08-04T00:45:00,2022-08-04T01:33:28,19.04,1.9310344828,WIN,TP_LIKE,48.4667,58.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,M5+H1 only; clean TP path; H1 EMA NOT_REQUESTED; outcome region labeled POST-ENTRY OUTCOME.
R100_100_PID000000484,batch20,run2,100,484,SELL,2022-07-25T00:45:00,2022-07-25T00:59:25,18.86,1.9069767442,WIN,TP_LIKE,14.4167,43.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,M5+H1 only; fast TP; no indicator confluence panels; labels fully readable.
